x,y,z,date,scanner1,scanner2,scanner3,scanner4,dist1,dist2,dist3,dist4
5,3,1,2021-08-01 22:53:25.992000,-255,-255,-61,-255,50.0000,50.0000,2.7797,50.0000
5,3,1,2021-08-01 22:53:25.992000,-255,-255,-63,-255,50.0000,50.0000,3.2409,50.0000
5,3,1,2021-08-01 22:53:25.992000,-255,-255,-62,-255,50.0000,50.0000,3.0015,50.0000
5,3,1,2021-08-01 22:53:25.992000,-255,-255,-61,-255,50.0000,50.0000,2.7797,50.0000
5,3,1,2021-08-01 22:53:25.992000,-255,-255,-68,-255,50.0000,50.0000,4.7570,50.0000
6,3,1,2021-08-01 22:48:25.992000,-255,-88,-255,-255,50.0000,22.0800,50.0000,50.0000
6,3,1,2021-08-01 22:48:25.992000,-255,-80,-255,-255,50.0000,11.9490,50.0000,50.0000
6,3,1,2021-08-01 22:48:25.992000,-255,-86,-255,-255,50.0000,18.9380,50.0000,50.0000
6,3,1,2021-08-01 22:48:25.992000,-255,-81,-255,-255,50.0000,12.9023,50.0000,50.0000
6,3,1,2021-08-01 22:48:25.992000,-255,-88,-255,-255,50.0000,22.0800,50.0000,50.0000
6,3,1,2021-08-01 22:48:25.992000,-255,-81,-255,-255,50.0000,12.9023,50.0000,50.0000
6,3,1,2021-08-01 22:48:25.992000,-255,-77,-255,-255,50.0000,9.4915,50.0000,50.0000
6,3,1,2021-08-01 22:48:25.992000,-255,-78,-255,-255,50.0000,10.2487,50.0000,50.0000
6,3,1,2021-08-01 22:48:25.992000,-255,-80,-255,-255,50.0000,11.9490,50.0000,50.0000
6,3,1,2021-08-01 22:48:25.992000,-255,-79,-255,-255,50.0000,11.0662,50.0000,50.0000
6,2,1,2021-08-01 22:54:25.992000,-92,-90,-255,-255,30.0147,25.7434,50.0000,50.0000
6,2,1,2021-08-01 22:54:25.992000,-91,-88,-255,-255,27.7971,22.0800,50.0000,50.0000
6,2,1,2021-08-01 22:54:25.992000,-92,-77,-255,-255,30.0147,9.4915,50.0000,50.0000
6,2,1,2021-08-01 22:54:25.992000,-86,-78,-255,-255,18.9380,10.2487,50.0000,50.0000
6,2,1,2021-08-01 22:55:25.992000,-92,-255,-76,-255,30.0147,50.0000,8.7902,50.0000
6,2,1,2021-08-01 22:55:25.992000,-255,-255,-75,-255,50.0000,50.0000,8.1408,50.0000
6,2,1,2021-08-01 22:55:25.992000,-255,-255,-75,-255,50.0000,50.0000,8.1408,50.0000
6,2,1,2021-08-01 22:55:25.992000,-255,-255,-75,-255,50.0000,50.0000,8.1408,50.0000
6,2,1,2021-08-01 22:55:25.992000,-255,-255,-76,-255,50.0000,50.0000,8.7902,50.0000
6,2,1,2021-08-01 22:55:25.992000,-89,-86,-67,-255,23.8415,18.9380,4.4055,50.0000
6,2,1,2021-08-01 22:55:25.992000,-95,-78,-65,-255,37.7862,10.2487,3.7786,50.0000
6,2,1,2021-08-01 22:55:25.992000,-96,-86,-60,-255,40.8006,18.9380,2.5743,50.0000
6,2,1,2021-08-01 22:55:25.992000,-255,-85,-67,-255,50.0000,17.5388,4.4055,50.0000
6,2,1,2021-08-01 22:55:25.992000,-255,-255,-64,-255,50.0000,50.0000,3.4995,50.0000
5,2,1,2021-08-01 22:56:25.992000,-94,-78,-64,-255,34.9945,10.2487,3.4995,50.0000
5,2,1,2021-08-01 22:56:25.992000,-255,-83,-66,-255,50.0000,15.0430,4.0801,50.0000
5,2,1,2021-08-01 22:56:25.992000,-255,-89,-65,-255,50.0000,23.8415,3.7786,50.0000
5,2,1,2021-08-01 22:56:25.992000,-255,-77,-65,-255,50.0000,9.4915,3.7786,50.0000
5,2,1,2021-08-01 22:56:25.992000,-255,-83,-63,-255,50.0000,15.0430,3.2409,50.0000
5,2,1,2021-08-01 22:56:25.992000,-255,-85,-67,-255,50.0000,17.5388,4.4055,50.0000
5,2,1,2021-08-01 22:56:25.992000,-93,-89,-76,-255,32.4091,23.8415,8.7902,50.0000
5,2,1,2021-08-01 22:56:25.992000,-255,-91,-69,-255,50.0000,27.7971,5.1365,50.0000
5,2,1,2021-08-01 22:56:25.992000,-255,-255,-76,-255,50.0000,50.0000,8.7902,50.0000
5,2,1,2021-08-01 22:56:25.992000,-255,-255,-75,-255,50.0000,50.0000,8.1408,50.0000
5,2,1,2021-08-01 22:57:25.992000,-86,-77,-65,-255,18.9380,9.4915,3.7786,50.0000
5,2,1,2021-08-01 22:57:25.992000,-95,-76,-61,-255,37.7862,8.7902,2.7797,50.0000
5,2,1,2021-08-01 22:57:25.992000,-86,-83,-66,-255,18.9380,15.0430,4.0801,50.0000
5,2,1,2021-08-01 22:57:25.992000,-255,-255,-65,-255,50.0000,50.0000,3.7786,50.0000
5,2,1,2021-08-01 22:57:25.992000,-255,-255,-66,-255,50.0000,50.0000,4.0801,50.0000
5,2,1,2021-08-01 22:57:25.992000,-90,-255,-75,-255,25.7434,50.0000,8.1408,50.0000
5,2,1,2021-08-01 22:57:25.992000,-92,-255,-76,-255,30.0147,50.0000,8.7902,50.0000
5,2,1,2021-08-01 22:58:25.992000,-93,-83,-60,-255,32.4091,15.0430,2.5743,50.0000
5,2,1,2021-08-01 22:58:25.992000,-101,-84,-64,-255,59.8871,16.2430,3.4995,50.0000
5,2,1,2021-08-01 22:58:25.992000,-96,-77,-66,-255,40.8006,9.4915,4.0801,50.0000
5,2,1,2021-08-01 22:58:25.992000,-85,-84,-60,-255,17.5388,16.2430,2.5743,50.0000
5,2,1,2021-08-01 22:58:25.992000,-255,-77,-66,-255,50.0000,9.4915,4.0801,50.0000
5,2,1,2021-08-01 22:58:25.992000,-255,-255,-87,-255,50.0000,50.0000,20.4487,50.0000
5,2,1,2021-08-01 22:58:25.992000,-255,-255,-65,-255,50.0000,50.0000,3.7786,50.0000
5,2,1,2021-08-01 22:58:25.992000,-255,-255,-67,-255,50.0000,50.0000,4.4055,50.0000
5,2,1,2021-08-01 22:58:25.992000,-91,-90,-71,-255,27.7971,25.7434,5.9887,50.0000
5,2,1,2021-08-01 22:58:25.992000,-90,-91,-75,-255,25.7434,27.7971,8.1408,50.0000
5,2,1,2021-08-01 22:58:25.992000,-255,-255,-69,-255,50.0000,50.0000,5.1365,50.0000
5,2,1,2021-08-01 22:58:25.992000,-255,-255,-75,-255,50.0000,50.0000,8.1408,50.0000
5,2,1,2021-08-01 22:58:25.992000,-255,-255,-70,-255,50.0000,50.0000,5.5463,50.0000
5,2,1,2021-08-01 22:58:25.992000,-255,-255,-76,-255,50.0000,50.0000,8.7902,50.0000
5,2,1,2021-08-01 22:58:25.992000,-255,-255,-75,-255,50.0000,50.0000,8.1408,50.0000
6,2,1,2021-08-01 22:59:25.992000,-255,-255,-70,-255,50.0000,50.0000,5.5463,50.0000
6,2,1,2021-08-01 22:59:25.992000,-255,-255,-76,-255,50.0000,50.0000,8.7902,50.0000
6,2,1,2021-08-01 22:59:25.992000,-255,-255,-71,-255,50.0000,50.0000,5.9887,50.0000
6,2,1,2021-08-01 22:59:25.992000,-255,-255,-69,-255,50.0000,50.0000,5.1365,50.0000
6,2,1,2021-08-01 22:59:25.992000,-255,-255,-76,-255,50.0000,50.0000,8.7902,50.0000
6,2,1,2021-08-01 22:59:25.992000,-255,-255,-70,-255,50.0000,50.0000,5.5463,50.0000
6,2,1,2021-08-01 22:59:25.992000,-255,-255,-65,-255,50.0000,50.0000,3.7786,50.0000
